ï»¿,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disclaimers,,,,,,,,,,,,,,,,,,,,,,,,,,,
â¢ This is an analytics report and currently we support downloading top 8000 listings by sold quantity.,,,,,,,,,,,,,,,,,,,,,,,,,,,
â¢ This report ONLY includes listings sold within the selected time range. Any fees charged or credits applied to listings sold outside this time range are not included in this report. These fees and credits are included in the selling costs number shown on the Seller Hub Performance sales report dashboard.,,,,,,,,,,,,,,,,,,,,,,,,,,,
â¢ Any fees charged or credits applied to these listings outside this time range are not included in this report.,,,,,,,,,,,,,,,,,,,,,,,,,,,
â¢ You had $323.83 of account level fees during this time period. Here is the breakdown of these fees.,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subscription fees = $323.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
"â¢ For the orders that have more than one unique item (multi-item orders), the order level fees/costs are distributed in individual items as follows. Total shipping label cost and per order fixed final value fees are equally distributed to each item.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Report for Jan 1, 2024 to Sep 29, 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,
Listing title,eBay item ID,Store category L1,Store category L2,Quantity sold,Total sales (Includes taxes),Item sales,Taxes and government fees paid by buyer to you,Taxes and government fees paid by buyer to eBay,Shipping and handling paid by buyer to you,Total selling costs,Insertion fees,Optional listing upgrade fees,Final value fees,Promoted Listings - General fees,Promoted Listings - Priority fees,Ads Express fees,Promoted Offsite - Fees,International fees,Other eBay fees,Deposit processing fees,Fee credits,Shipping labels cost (Amount you paid to buy shipping labels on eBay),Net sales (Net of taxes and selling costs),Average Selling price,Quantity sold via promoted listing,Quantity sold via Best Offers,Quantity sold via Seller Initiated Offers
"Garlic Extract 1000mg, Supports Circulation, 100 Softgels, 3-Pack.",196284962559,Other,-,1,$15.39,$15.39,$0.00,$0.00,$0.00,$3.59,$0.00,$0.00,$2.20,$1.39,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$11.80,$15.39,1,0,0
Pure Encapsulations Iodine Capsules - Thyroid Support & Healthy Metabolism - 120,196285873568,Other,-,1,$30.00,$30.00,$0.00,$0.00,$0.00,$6.81,$0.00,$0.00,$4.11,$2.70,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$23.19,$30.00,1,1,0
Pure Encapsulations Thyroid Support Complex - Antioxidant Infusion - 60 Capsules,196285874443,Other,-,1,$55.31,$55.31,$0.00,$0.00,$0.00,$12.21,$0.00,$0.00,$7.23,$4.98,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$43.10,$55.31,1,0,0
Pure Encapsulations PreNatal Nutrients for Pregnancy & Lactation - 120 Capsules,196285879091,Other,-,1,$76.39,$76.39,$0.00,$0.00,$0.00,$16.71,$0.00,$0.00,$9.83,$6.88,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$59.68,$76.39,1,0,0
"""Garden of Life Women's 50+ Probiotic with Acidophilus - 90 Caps""",196285884542,Other,-,1,$103.91,$103.91,$0.00,$0.00,$0.00,$22.58,$0.00,$0.00,$13.23,$9.35,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$81.33,$103.91,1,0,0
"Alive! Women's 50+ Gummy Multivitamin, Heart, Brain, Bones, B-Vitamins, Gluten-F",196285893025,Other,-,1,$21.45,$21.45,$0.00,$0.00,$0.00,$4.88,$0.00,$0.00,$2.95,$1.93,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$16.57,$21.45,1,0,0
Garden of Life Dr. Formulated Women's Probiotic Gummies 50ct (Cranberry),196285940257,Other,-,1,$27.51,$27.51,$0.00,$0.00,$0.00,$6.28,$0.00,$0.00,$3.80,$2.48,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$21.23,$27.51,1,0,0
Garden of Life Probiotics Prostate+ - Healthy Prostate Support - 60 caps.,196285941061,Other,-,1,$138.34,$135.30,$0.00,$3.04,$0.00,$17.38,$0.00,$0.00,$17.38,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$117.92,$138.34,0,0,0
Transparent Labs Grass-Fed Whey Protein Isolate - 28g Protein - Cookie Flavor,196285952281,Other,-,1,$110.64,$102.44,$0.00,$8.20,$0.00,$24.02,$0.00,$0.00,$14.06,$9.96,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$78.42,$110.64,1,0,0
Vitamin Code Raw Iron 30ct Capsules,196285957333,Other,-,1,$24.96,$24.96,$0.00,$0.00,$0.00,$3.48,$0.00,$0.00,$3.48,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$21.48,$24.96,0,0,0
"MegaFood Blood Builder Minis: Iron Supplement - Increased Iron Levels, No Side E",196285975050,Other,-,1,$28.07,$27.52,$0.00,$0.55,$0.00,$6.30,$0.00,$0.00,$3.77,$2.53,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$21.22,$28.07,1,0,0
Choline Bitartrate 500mg | High Potency Choline Capsules | Supports Brain & Live,196286054743,Other,-,1,$36.03,$36.03,$0.00,$0.00,$0.00,$8.09,$0.00,$0.00,$4.85,$3.24,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$27.94,$36.03,1,0,0
MuscleTech Vapor X5 Pre-Workout Powder: Blue Raspberry,196286065976,Other,-,1,$36.03,$33.36,$0.00,$2.67,$0.00,$8.09,$0.00,$0.00,$4.85,$3.24,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$25.27,$36.03,1,0,0
"Hypoallergenic Multi-Vitamin Mineral Formula, 90 Capsules",196286081446,Other,-,1,$56.07,$55.31,$0.00,$0.76,$0.00,$7.32,$0.00,$0.00,$7.32,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$47.99,$56.07,0,0,0
"WEEM Biotin Gummies for Hair, Skin & Nails - Vegan Vitamins for Growth - 10,000m",196286085623,Other,-,1,$113.40,$105.00,$0.00,$8.40,$0.00,$24.61,$0.00,$0.00,$14.40,$10.21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$80.39,$113.40,1,1,0
"Echinacea Root Complex Immune Support* 900mg, 100 Capsules",196286102520,Other,-,1,$22.55,$22.55,$0.00,$0.00,$0.00,$5.11,$0.00,$0.00,$3.08,$2.03,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$17.44,$22.55,1,0,0
"Metamucil Daily Fiber Supplement, 160 Capsules",196286106529,Other,-,1,$32.78,$32.78,$0.00,$0.00,$0.00,$7.40,$0.00,$0.00,$4.45,$2.95,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$25.38,$32.78,1,0,0
Pure Encapsulations Choline (Bitartrate)   100 Capsules,196286117670,Other,-,1,$31.40,$31.40,$0.00,$0.00,$0.00,$7.11,$0.00,$0.00,$4.28,$2.83,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$24.29,$31.40,1,0,0
"OLLY Metabolism Gummy Rings, Apple Cider Vinegar, Vitamin B12 Chewables - 30 Cou",196286938237,Other,-,1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$3.80,$2.48,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$6.28,$0.00,$0.00,$0.00,1,0,0
Nature's Answer Garlic Extract 1oz | Promotes Well-Being & Certified Gluten-Free,196286964446,Other,-,1,$19.35,$19.35,$0.00,$0.00,$0.00,$4.53,$0.00,$0.00,$2.79,$1.74,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$14.82,$19.35,1,0,0
Pure Encapsulations Men's Nutrients - 180 Capsules,196286978256,Other,-,1,$113.63,$109.00,$0.00,$4.63,$0.00,$14.43,$0.00,$0.00,$14.43,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$94.57,$113.63,0,0,0
Zarbee's Children's Sleep Melatonin Chewable Tabs - 30 ct x 2,196287041539,Other,-,1,$30.35,$30.35,$0.00,$0.00,$0.00,$6.78,$0.00,$0.00,$4.05,$2.73,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$23.57,$30.35,1,0,0
"Puritan's Pride Absorbable Calcium 1200 mg with Vitamin D 1000 IU, 100 Softgels",196287045681,Other,-,1,$10.87,$10.87,$0.00,$0.00,$0.00,$2.62,$0.00,$0.00,$1.64,$0.98,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$8.25,$10.87,1,0,0
Arbonne Essentials - Protein Shake Mix 2 lbs - Vanilla,196287047576,Other,-,1,$150.00,$138.09,$0.00,$11.91,$0.00,$32.43,$0.00,$0.00,$18.93,$13.50,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$105.66,$150.00,1,0,0
"Weekly-D Vitamin D3 50,000 IU | 12 Softgel Cholecalciferol Supplements",196287050299,Other,-,1,$16.83,$16.18,$0.00,$0.65,$0.00,$2.38,$0.00,$0.00,$2.38,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$13.80,$16.83,0,0,0
"Hapyvergo 1800w Garment Steamer, 1 Hour Continuous Steaming",196287397847,Other,-,1,$260.14,$237.57,$0.00,$22.57,$0.00,$73.59,$0.00,$0.00,$32.53,$23.41,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$17.65,$163.98,$260.14,1,0,0
"Hamilton Beach 12x15"" Ceramic Electric Skillet with Removable Pan",196287506389,Other,-,1,$108.59,$102.44,$0.00,$6.15,$0.00,$23.58,$0.00,$0.00,$13.81,$9.77,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$78.86,$108.59,1,0,0
Suteck Greek Yogurt Maker with Timer & 9 Glass Jars,196287512433,Other,-,1,$60.27,$55.59,$0.00,$4.68,$0.00,$13.26,$0.00,$0.00,$7.84,$5.42,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$42.33,$60.27,1,0,0
"Wavytalk Mini Flat Iron 0.7 Inch Ceramic Small Hair Straightener - Short Hair, C",196287516316,Other,-,1,$26.20,$23.71,$0.00,$2.49,$0.00,$6.00,$0.00,$0.00,$3.64,$2.36,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$17.71,$26.20,1,0,0
"TetraMin Nutritionally Balanced Tropical Flake Food for Tropical Fish, 8.81 oz",196287609455,Other,-,1,$16.97,$15.86,$0.00,$1.11,$0.00,$10.26,$0.00,$0.00,$2.40,$1.53,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$6.33,$5.60,$16.97,1,0,0
"Emerson 0.7 CU. FT. 700 Watt, Touch Control, Black Microwave Oven, MW7302B",196287632686,Other,-,1,$116.00,$106.96,$0.00,$9.04,$0.00,$25.17,$0.00,$0.00,$14.73,$10.44,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$81.79,$116.00,1,0,0
"Ninja Thirsti Drink System, Create Unique Drinks, WC1001.",196287684889,Other,-,1,$235.70,$218.24,$0.00,$17.46,$0.00,$29.51,$0.00,$0.00,$29.51,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$188.73,$235.70,0,0,0
"Kiriner 2 Burner Gas Cooktop, 12"" Portable Stainless Steel Gas Stove for Kitchen",196287782632,Other,-,1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.40,$0.00,$0.00,$21.15,$15.12,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$35.87,$0.00,-$0.40,$0.00,1,0,0
"FIREGAS 30"" Wall Mount Range Hood, 450 CFM Stainless Steel Kitchen Vent",196288603659,Other,-,1,$272.14,$250.94,$0.00,$21.20,$0.00,$58.50,$0.00,$0.00,$34.01,$24.49,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$192.44,$272.14,1,0,0
French Press Coffee Maker - 34oz with 4 Level Filtration by Cafe Du Chateau,196288619116,Other,-,1,$47.08,$47.08,$0.00,$0.00,$0.00,$6.21,$0.00,$0.00,$6.21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$40.87,$47.08,0,0,0
"OVENTE Immersion Hand Blender 300W 2 Speed Stainless Blades, Red HS560R",196288629435,Other,-,1,$23.46,$21.57,$0.00,$1.89,$0.00,$5.41,$0.00,$0.00,$3.30,$2.11,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$16.16,$23.46,1,0,0
"Fullstar Vegetable Chopper with Container - Pro Food Slicer Dicer (Hand Chopper,",196288634305,Other,-,1,$30.42,$28.00,$0.00,$2.42,$0.00,$6.80,$0.00,$0.00,$4.06,$2.74,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$21.20,$30.42,1,1,0
"Cast Iron Griddle Set  Grill Press, Scrapers -Preseasoned, Non-Stick, 17 x 9 inc",196288645238,Other,-,1,$85.53,$77.58,$0.00,$7.95,$0.00,$10.96,$0.00,$0.00,$10.96,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$66.62,$85.53,0,0,0
"ICEPURE 3-in-1 Water Cooler Dispenser with Built-in Ice Maker, Hot/Cold Water, B",196288730174,Other,-,1,$537.23,$494.69,$0.00,$42.54,$0.00,$66.65,$0.00,$0.00,$66.65,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$428.04,$537.23,0,0,0
"Tide Washer Cleaner with Oxi, Deep Clean, 5 Month Supply",196288733091,Other,-,1,$18.80,$18.80,$0.00,$0.00,$0.00,$2.72,$0.00,$0.00,$2.72,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$16.08,$18.80,0,0,0
Universal Retractable Stacking Kit for Washer and Dryer,196288740342,Other,-,1,$59.92,$59.92,$0.00,$0.00,$0.00,$13.19,$0.00,$0.00,$7.80,$5.39,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$46.73,$59.92,1,0,0
"Sanitaire SC679K Tradition Upright Commercial Bagged Vacuum, Red",196288907339,Other,-,1,$239.52,$218.24,$0.00,$21.28,$0.00,$51.44,$0.00,$0.00,$29.88,$21.56,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$166.80,$239.52,1,0,0
Remington Shine Therapy Hair Straightener with Argan Oil   Keratin - Less Frizz,196289176713,Other,-,1,$32.95,$32.95,$0.00,$0.00,$0.00,$7.44,$0.00,$0.00,$4.47,$2.97,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$25.51,$32.95,1,0,0
Remington Nose and Ear Clipper NE3150,196289188894,Other,-,1,$22.47,$21.00,$0.00,$1.47,$0.00,$5.20,$0.00,$0.00,$3.18,$2.02,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$15.80,$22.47,1,1,0
"Korean Royal Gold Nose Hair Trimmer for Men, Waterproof, Manual.",196289189116,Other,-,1,$29.14,$29.14,$0.00,$0.00,$0.00,$8.19,$0.00,$0.00,$4.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.19,$20.95,$29.14,0,0,0
WAHL Groomsman Beard Trimmer with Light Detailing   Body Grooming - Model 9906-7,196289190397,Other,-,1,$27.06,$25.00,$0.00,$2.06,$0.00,$6.18,$0.00,$0.00,$3.74,$2.44,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.82,$27.06,1,1,0
"OXO Gooseneck Electric Kettle - Pour Over, Tea, Coffee, Adjustable Temp, Timer, ",196289213101,Other,-,1,$177.36,$160.87,$0.00,$16.49,$0.00,$38.26,$0.00,$0.00,$22.30,$15.96,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$122.61,$177.36,1,0,0
"MFSTUDIO X-Large Heavy Duty Smoker & Charcoal Grill, 942 sq.in. Cooking Area, Bl",196289284728,Other,-,1,$624.18,$581.99,$0.00,$42.19,$0.00,$140.53,$0.00,$0.00,$77.49,$63.04,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$441.46,$624.18,1,0,0
"4-Pack Towel Bands for Beach & Pool Chairs, Better Towel Clips for Cruise & Beac",196290374547,Other,-,1,$12.63,$11.97,$0.00,$0.66,$0.00,$3.14,$0.00,$0.00,$1.86,$1.28,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$8.83,$12.63,1,0,0
nutribullet Triple Prep System NBKS50100,196290541837,Other,-,1,$339.16,$313.31,$0.00,$25.85,$0.00,$101.53,$0.00,$0.00,$42.29,$34.26,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$24.98,$211.78,$339.16,1,0,0
iVoler 3-Pack Tempered Glass Screen Protector for Nintendo Switch 6.2'' - Clear,196290655474,Other,-,1,$15.41,$14.24,$0.00,$1.17,$0.00,$2.94,$0.00,$0.00,$1.38,$1.56,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$11.30,$15.41,1,0,0
5 Pcs Super Mario Action Figures Toys - Bros with Glasses 5'' Set Model,196290685761,Other,-,1,$33.13,$30.75,$0.00,$2.38,$0.00,$4.49,$0.00,$0.00,$4.49,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$26.26,$33.13,0,0,0
Elite Controller Series 2 Charger - 9FT Halo Edition USB C Charging Cord for Xbo,196290700062,Other,-,1,$22.38,$21.04,$0.00,$1.34,$0.00,$2.41,$0.00,$0.00,$2.41,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$18.63,$22.38,0,0,0
Guilty Gear -Strive- GG 25th Anniversary Edition - PlayStation 5,196290700860,Other,-,1,$169.64,$160.04,$0.00,$9.60,$0.00,$38.48,$0.00,$0.00,$21.35,$17.13,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$121.56,$169.64,1,0,0
"Eclipsee Solar Eclipse Glasses (6pk) CE/ISO Certified, Sun Viewing 2024 Approved",196290843551,Other,-,1,$18.21,$16.82,$0.00,$1.39,$0.00,$4.49,$0.00,$0.00,$2.65,$1.84,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$12.33,$18.21,1,0,0
"L. Pure Cotton Topsheet Pads for Women, Extra Long Overnight Pads, Maxi Pads wit",196290856092,Other,-,1,$37.02,$37.02,$0.00,$0.00,$0.00,$13.14,$0.00,$0.00,$4.97,$3.74,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.43,$23.88,$37.02,1,0,0
Utuichuo 10mm Straw Cover Cap for Stanley Cup - Initial Straw Topper with Letter,196290862790,Other,-,1,$8.87,$8.08,$0.00,$0.79,$0.00,$1.40,$0.00,$0.00,$1.40,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$6.68,$8.87,0,0,0
"Adjustable Large Dish Drying Rack for Kitchen Counter, 2 Tier Black",196301497900,Other,-,1,$0.00,$0.00,$0.00,$0.00,$0.00,$15.37,$0.00,$0.00,$9.06,$6.31,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,-$15.37,$0.00,1,0,0
"Samsung 6.3 Cu Ft Smart Slide-In Electric Range with Air Fry, Stainless Steel",196301556599,Other,-,1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$220.29,$160.25,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$380.54,$0.00,$0.00,$0.00,1,0,0
"Ninja BN401 Nutri Pro Personal Blender, 1100W, 2 To-Go Cups, Silver",196301576356,Other,-,1,$160.72,$145.78,$0.00,$14.94,$0.00,$34.71,$0.00,$0.00,$20.25,$14.46,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$111.07,$160.72,1,0,0
"Cool Knight Electric Herb Grinder - 7.5"" Black",196301583525,Other,-,1,$39.27,$35.62,$0.00,$3.65,$0.00,$13.21,$0.00,$0.00,$5.25,$3.53,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.43,$22.41,$39.27,1,0,0
"Puracy Dishwasher Pods, Natural Enzyme Detergent",196302430452,Other,-,1,$26.50,$24.77,$0.00,$1.73,$0.00,$3.67,$0.00,$0.00,$3.67,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$21.10,$26.50,0,0,0
"GE Profile 12,200 BTU Window AC Ultra Quiet White",196302441361,Other,-,1,"$1,039.26",$962.28,$0.00,$76.98,$0.00,$222.28,$0.00,$0.00,$128.75,$93.53,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$740.00,"$1,039.26",1,0,0
"38"" Low Profile Ceiling Fan with Lights Remote, White+RGB, 6 Speeds, Black",196302450665,Other,-,1,$160.77,$148.00,$0.00,$12.77,$0.00,$20.26,$0.00,$0.00,$20.26,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$127.74,$160.77,0,1,0
"Hoover Commercial Bagged Task Vac Upright Vacuum, Black, CH54100V",196302460322,Other,-,1,$337.49,$318.09,$0.00,$19.40,$0.00,$42.08,$0.00,$0.00,$42.08,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$276.01,$337.49,0,0,0
"Andis 80695 1875-Watt Tourmaline Ceramic Ionic Styling Hair Dryer, Black",196302529053,Other,-,1,$60.45,$55.59,$0.00,$4.86,$0.00,$13.31,$0.00,$0.00,$7.87,$5.44,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$42.28,$60.45,1,0,0
LOBINH Mens Electric Shaver - Rechargeable Waterproof Razor with Trimmer,196302537681,Other,-,1,$43.61,$40.76,$0.00,$2.85,$0.00,$14.18,$0.00,$0.00,$5.79,$3.92,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4.47,$26.58,$43.61,1,0,0
Samsung Bespoke French Door Refrigerator Panel- Stainless Steel,196327391017,Other,-,1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$19.84,$12.91,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$32.75,$0.00,$0.00,$0.00,1,0,0
"Upstreman Mini Fridge with Freezer, Adjustable Thermostat, Black-FR17",196327398068,Other,-,1,$209.27,$193.01,$0.00,$16.26,$0.00,$43.40,$0.00,$0.00,$26.24,$17.16,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$149.61,$209.27,1,0,0
Rowenta Pro Master Steam Iron 1775W DW8360,196327409822,Other,-,1,$106.92,$97.20,$0.00,$9.72,$0.00,$22.37,$0.00,$0.00,$13.60,$8.77,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$74.83,$106.92,1,0,0
White GE Profile ClearView 8K BTU WiFi Window AC (Renewed),196327410899,Other,-,1,$388.73,$355.00,$0.00,$33.73,$0.00,$48.41,$0.00,$0.00,$48.41,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$306.59,$388.73,0,1,0
"Fisher Paykel DD24SAX9 24"" Drawers Full Console Dishwasher in Stainless Steel",196327431871,Other,-,1,"$1,428.46","$1,335.01",$0.00,$93.45,$0.00,$176.81,$0.00,$0.00,$347.68,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$170.87,$0.00,"$1,158.20","$1,428.46",0,0,0
"Renew Life Ultimate Flora Extra Care Probiotic 50 Billion, 90 CT",196327641549,Other,-,1,$109.82,$109.82,$0.00,$0.00,$0.00,$22.97,$0.00,$0.00,$13.96,$9.01,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$86.85,$109.82,1,0,0
"Ray-Ban RB2140 Original Wayfarer Square Sunglasses, Black Grey, 50 mm",196330779950,Other,-,1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$28.81,$0.00,$0.00,$0.00,$0.00,$3.80,$0.00,$0.00,$32.61,$0.00,$0.00,$0.00,0,1,0
Apex Lenses Polarized Replacement Lenses for Ray-Ban RB4228 Sunglasses (Black),196330861873,Other,-,1,$66.10,$61.78,$0.00,$4.32,$0.00,$9.65,$0.00,$0.00,$8.56,$0.00,$0.00,$0.00,$0.00,$1.09,$0.00,$0.00,$0.00,$0.00,$52.13,$66.10,0,0,0
"6 Pack Mixed 4-5"" Live Goldfish for Aquarium or Koi Pond",196333993929,Other,-,1,$0.00,$0.00,$0.00,$0.00,$0.00,$47.49,$0.00,$0.00,$16.07,$11.42,$0.00,$0.00,$0.00,$0.00,$20.00,$0.00,$0.00,$0.00,-$47.49,$0.00,1,0,0
"$42,024.83",,,,903,"$42,024.83","$39,961.71",$0.00,"$2,048.17",$14.95,"$8,336.98",$0.00,$0.00,"$6,144.31","$3,026.07",$0.00,$0.00,$1.76,$19.45,$20.00,$0.00,"$1,184.43",$309.82,"$31,639.68","$30,019.32",674,129,9
